Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Jet Airways,2019-06-05,Banglore,Delhi,18.55,22.0,3.08,0,7229,June,5,Wednesday,23,6
SpiceJet,2019-05-15,Kolkata,Banglore,6.55,9.3,2.58,0,3873,May,15,Wednesday,20,5
Jet Airways,2019-12-06,Delhi,Cochin,11.3,19.0,7.5,1,14714,December,6,Friday,49,12
Air Asia,2019-03-24,Kolkata,Banglore,15.25,22.55,7.5,2,11245,March,24,Sunday,12,3
IndiGo,2019-05-27,Delhi,Cochin,11.25,1.3,14.08,1,6104,May,27,Monday,22,5
IndiGo,2019-06-03,Delhi,Cochin,7.35,22.2,14.75,1,7094,June,3,Monday,23,6
Jet Airways,2019-03-24,Kolkata,Banglore,6.3,4.45,22.25,1,10031,March,24,Sunday,12,3
Jet Airways,2019-05-18,Kolkata,Banglore,5.45,12.0,6.25,1,13941,May,18,Saturday,20,5
Multiple carriers,2019-06-24,Delhi,Cochin,19.0,1.3,6.5,1,7198,June,24,Monday,26,6
SpiceJet,2019-03-24,Banglore,New Delhi,9.35,12.3,2.92,0,3873,March,24,Sunday,12,3
Air India,2019-12-03,Kolkata,Banglore,14.15,16.45,2.5,0,5747,December,3,Tuesday,49,12
Air India,2019-06-15,Mumbai,Hyderabad,19.3,20.45,1.25,0,3100,June,15,Saturday,24,6
Air India,2019-06-05,Kolkata,Banglore,9.1,13.15,4.08,1,8996,June,5,Wednesday,23,6
Multiple carriers,2019-05-15,Delhi,Cochin,10.35,19.0,8.42,1,9103,May,15,Wednesday,20,5
Jet Airways,2019-01-03,Banglore,New Delhi,18.4,9.3,14.83,1,31825,January,3,Thursday,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,16.3,10.05,17.58,1,14781,May,15,Wednesday,20,5
Jet Airways,2019-05-18,Banglore,Delhi,8.2,11.2,3.0,0,7229,May,18,Saturday,20,5
IndiGo,2019-01-03,Banglore,New Delhi,23.3,2.2,2.83,0,10067,January,3,Thursday,1,1
Jet Airways,2019-09-04,Delhi,Cochin,9.4,4.25,18.75,2,10909,September,4,Wednesday,36,9
IndiGo,2019-04-27,Kolkata,Banglore,15.3,18.05,2.58,0,4804,April,27,Saturday,17,4
Jet Airways,2019-01-06,Mumbai,Hyderabad,2.55,4.2,1.42,0,4050,January,6,Sunday,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,20.25,23.35,27.17,1,14151,May,15,Wednesday,20,5
SpiceJet,2019-01-06,Kolkata,Banglore,6.55,9.3,2.58,0,3841,January,6,Sunday,1,1
Jet Airways,2019-09-05,Kolkata,Banglore,14.05,19.5,5.75,1,14781,September,5,Thursday,36,9
Vistara,2019-09-06,Kolkata,Banglore,17.0,23.25,6.42,1,9870,September,6,Friday,36,9
Air India,2019-05-27,Delhi,Cochin,13.3,23.0,9.5,1,8907,May,27,Monday,22,5
Jet Airways,2019-01-03,Banglore,New Delhi,22.5,7.4,8.83,1,26890,January,3,Thursday,1,1
GoAir,2019-04-15,Delhi,Cochin,7.0,12.55,5.92,1,6195,April,15,Monday,16,4
Jet Airways,2019-03-21,Banglore,New Delhi,14.05,19.1,5.08,1,7832,March,21,Thursday,12,3
Other,2019-03-21,Delhi,Cochin,8.55,15.3,6.58,1,11269,March,21,Thursday,12,3
Vistara,2019-03-24,Banglore,New Delhi,16.0,18.35,2.58,0,5613,March,24,Sunday,12,3
IndiGo,2019-01-05,Banglore,Delhi,0.3,3.25,2.92,0,4284,January,5,Saturday,1,1
Vistara,2019-06-05,Banglore,Delhi,21.0,23.5,2.83,0,4668,June,5,Wednesday,23,6
Air India,2019-03-03,Delhi,Cochin,8.0,19.15,11.25,1,15197,March,3,Sunday,9,3
Jet Airways,2019-12-06,Kolkata,Banglore,8.25,16.2,7.92,1,9899,December,6,Friday,49,12
GoAir,2019-06-27,Delhi,Cochin,10.35,19.35,9.0,1,3948,June,27,Thursday,26,6
Jet Airways,2019-03-15,Banglore,New Delhi,8.55,8.15,23.33,1,10405,March,15,Friday,11,3
Multiple carriers,2019-09-06,Delhi,Cochin,11.35,1.3,13.92,3,15419,September,6,Friday,36,9
Multiple carriers,2019-03-03,Delhi,Cochin,8.25,18.5,10.42,1,15135,March,3,Sunday,9,3
Other,2019-03-21,Delhi,Cochin,6.0,12.35,6.58,1,13369,March,21,Thursday,12,3
Jet Airways,2019-06-27,Delhi,Cochin,11.4,19.0,7.33,2,18804,June,27,Thursday,26,6
Air Asia,2019-09-05,Delhi,Cochin,20.45,7.1,10.42,1,6751,September,5,Thursday,36,9
Air India,2019-09-05,Kolkata,Banglore,20.3,8.55,12.42,1,10203,September,5,Thursday,36,9
Jet Airways,2019-01-03,Banglore,New Delhi,7.0,21.2,14.33,1,27992,January,3,Thursday,1,1
Air India,2019-12-06,Delhi,Cochin,7.1,19.15,12.08,2,12488,December,6,Friday,49,12
Jet Airways,2019-12-04,Banglore,Delhi,7.1,10.1,3.0,0,5198,December,4,Wednesday,49,12
Jet Airways,2019-01-05,Banglore,Delhi,17.45,20.45,3.0,0,7229,January,5,Saturday,1,1
Air India,2019-12-06,Kolkata,Banglore,5.5,23.15,17.42,2,12723,December,6,Friday,49,12
Air India,2019-06-03,Mumbai,Hyderabad,6.0,9.1,27.17,2,13169,June,3,Monday,23,6
Air India,2019-05-15,Kolkata,Banglore,9.25,18.2,8.92,2,8366,May,15,Wednesday,20,5
Multiple carriers,2019-09-05,Delhi,Cochin,6.0,21.0,15.0,1,7670,September,5,Thursday,36,9
Jet Airways,2019-01-04,Banglore,Delhi,6.0,8.45,2.75,0,7229,January,4,Friday,1,1
Vistara,2019-01-06,Banglore,Delhi,21.0,23.5,2.83,0,4668,January,6,Sunday,1,1
Air Asia,2019-09-03,Delhi,Cochin,20.1,7.1,11.0,1,8327,September,3,Tuesday,36,9
Jet Airways,2019-05-21,Delhi,Cochin,20.55,12.35,15.67,1,12898,May,21,Tuesday,21,5
IndiGo,2019-06-05,Kolkata,Banglore,6.2,10.2,4.0,1,4226,June,5,Wednesday,23,6
Jet Airways,2019-06-27,Delhi,Cochin,19.15,19.0,23.75,1,10262,June,27,Thursday,26,6
Multiple carriers,2019-06-24,Delhi,Cochin,4.55,19.0,14.08,1,10678,June,24,Monday,26,6
Air India,2019-03-21,Delhi,Cochin,17.15,7.4,14.42,2,8052,March,21,Thursday,12,3
GoAir,2019-03-24,Banglore,New Delhi,11.4,14.35,2.92,0,3898,March,24,Sunday,12,3
Air Asia,2019-12-06,Kolkata,Banglore,10.2,12.55,2.58,0,3807,December,6,Friday,49,12
IndiGo,2019-03-06,Delhi,Cochin,9.15,21.0,11.75,1,6838,March,6,Wednesday,10,3
Jet Airways,2019-06-24,Delhi,Cochin,5.3,19.0,13.5,2,13014,June,24,Monday,26,6
IndiGo,2019-12-04,Kolkata,Banglore,14.25,16.55,2.5,0,5224,December,4,Wednesday,49,12
Multiple carriers,2019-06-06,Delhi,Cochin,13.0,1.3,12.5,1,13377,June,6,Thursday,23,6
GoAir,2019-05-21,Delhi,Cochin,7.0,12.55,5.92,1,6633,May,21,Tuesday,21,5
Air Asia,2019-05-24,Kolkata,Banglore,7.35,23.3,15.92,1,5192,May,24,Friday,21,5
IndiGo,2019-04-18,Banglore,Delhi,22.1,1.0,2.83,0,4591,April,18,Thursday,16,4
Air India,2019-12-05,Kolkata,Banglore,20.45,23.2,2.58,0,4880,December,5,Thursday,49,12
Jet Airways,2019-04-27,Banglore,Delhi,17.45,20.45,3.0,0,7229,April,27,Saturday,17,4
Jet Airways,2019-09-05,Delhi,Cochin,19.45,4.25,8.67,1,12373,September,5,Thursday,36,9
Air India,2019-04-27,Delhi,Cochin,14.1,17.1,3.0,0,6094,April,27,Saturday,17,4
Jet Airways,2019-12-06,Delhi,Cochin,20.55,12.35,15.67,1,10262,December,6,Friday,49,12
Jet Airways,2019-09-04,Delhi,Cochin,11.4,19.0,7.33,2,15439,September,4,Wednesday,36,9
IndiGo,2019-06-05,Banglore,Delhi,23.3,2.2,2.83,0,4077,June,5,Wednesday,23,6
GoAir,2019-05-18,Banglore,Delhi,20.55,23.4,2.75,0,4632,May,18,Saturday,20,5
Jet Airways,2019-06-06,Kolkata,Banglore,9.35,18.0,8.42,1,12692,June,6,Thursday,23,6
IndiGo,2019-04-24,Kolkata,Banglore,19.2,23.45,4.42,1,3480,April,24,Wednesday,17,4
Multiple carriers,2019-05-18,Delhi,Cochin,17.5,1.3,7.67,2,19360,May,18,Saturday,20,5
Jet Airways,2019-03-15,Banglore,New Delhi,11.4,8.15,20.58,1,9134,March,15,Friday,11,3
Multiple carriers,2019-06-24,Delhi,Cochin,14.0,21.0,7.0,1,13587,June,24,Monday,26,6
Jet Airways,2019-09-05,Delhi,Cochin,17.3,19.0,25.5,1,15554,September,5,Thursday,36,9
Jet Airways,2019-09-03,Banglore,New Delhi,19.55,22.35,2.67,0,7229,September,3,Tuesday,36,9
IndiGo,2019-06-03,Delhi,Cochin,8.35,22.2,13.75,1,7514,June,3,Monday,23,6
Multiple carriers,2019-06-06,Delhi,Cochin,8.0,21.0,13.0,1,13587,June,6,Thursday,23,6
Jet Airways,2019-09-06,Banglore,Delhi,7.1,10.1,3.0,0,7229,September,6,Friday,36,9
Jet Airways,2019-01-06,Delhi,Cochin,2.15,4.25,26.17,1,10262,January,6,Sunday,1,1
IndiGo,2019-03-03,Delhi,Cochin,7.3,21.0,13.5,1,14871,March,3,Sunday,9,3
Multiple carriers,2019-05-27,Delhi,Cochin,8.45,19.0,10.25,1,10529,May,27,Monday,22,5
IndiGo,2019-12-06,Delhi,Cochin,7.35,22.3,14.92,1,6442,December,6,Friday,49,12
IndiGo,2019-05-21,Kolkata,Banglore,15.15,20.05,4.83,1,5170,May,21,Tuesday,21,5
IndiGo,2019-05-15,Delhi,Cochin,7.35,22.3,14.92,1,6442,May,15,Wednesday,20,5
IndiGo,2019-05-27,Banglore,Delhi,0.3,3.25,2.92,0,3419,May,27,Monday,22,5
Jet Airways,2019-06-03,Banglore,New Delhi,20.35,10.25,13.83,1,17261,June,3,Monday,23,6
SpiceJet,2019-06-24,Chennai,Kolkata,8.2,10.35,2.25,0,3543,June,24,Monday,26,6
Air Asia,2019-12-05,Banglore,Delhi,11.1,13.55,2.75,0,3383,December,5,Thursday,49,12
Air India,2019-06-24,Delhi,Cochin,22.0,19.15,21.25,2,9181,June,24,Monday,26,6
Jet Airways,2019-12-03,Banglore,New Delhi,18.55,11.25,16.5,1,11087,December,3,Tuesday,49,12
Jet Airways,2019-04-18,Banglore,Delhi,7.1,10.1,3.0,0,7229,April,18,Thursday,16,4
Multiple carriers,2019-09-03,Delhi,Cochin,4.45,19.15,14.5,1,11249,September,3,Tuesday,36,9
Jet Airways,2019-06-03,Banglore,New Delhi,7.0,23.0,16.0,1,16736,June,3,Monday,23,6
Jet Airways,2019-06-24,Delhi,Cochin,17.3,4.25,10.92,1,10262,June,24,Monday,26,6
Jet Airways,2019-01-06,Delhi,Cochin,14.0,19.0,5.0,1,10262,January,6,Sunday,1,1
Jet Airways,2019-05-15,Mumbai,Hyderabad,2.55,4.2,1.42,0,5678,May,15,Wednesday,20,5
Multiple carriers,2019-03-21,Delhi,Cochin,9.0,15.3,6.5,1,8307,March,21,Thursday,12,3
Air India,2019-05-18,Delhi,Cochin,17.2,9.25,16.08,1,7690,May,18,Saturday,20,5
Jet Airways,2019-05-18,Delhi,Cochin,13.25,12.35,23.17,2,16704,May,18,Saturday,20,5
Air India,2019-09-03,Delhi,Cochin,4.0,7.4,27.67,1,10315,September,3,Tuesday,36,9
Jet Airways,2019-05-27,Delhi,Cochin,9.4,12.35,26.92,2,15129,May,27,Monday,22,5
Air India,2019-03-24,Kolkata,Banglore,7.0,8.55,25.92,1,12173,March,24,Sunday,12,3
Air India,2019-03-04,Kolkata,Banglore,19.0,11.05,16.08,1,4227,March,4,Monday,10,3
IndiGo,2019-12-06,Banglore,Delhi,6.05,8.5,2.75,0,3943,December,6,Friday,49,12
Jet Airways,2019-01-06,Banglore,Delhi,11.1,14.05,2.92,0,7229,January,6,Sunday,1,1
Vistara,2019-05-15,Kolkata,Banglore,7.1,20.2,13.17,1,8610,May,15,Wednesday,20,5
IndiGo,2019-09-03,Banglore,New Delhi,7.1,10.05,2.92,0,7303,September,3,Tuesday,36,9
Jet Airways,2019-03-18,Banglore,New Delhi,18.4,7.4,13.0,1,10972,March,18,Monday,12,3
Multiple carriers,2019-05-18,Delhi,Cochin,10.2,21.0,10.67,1,7670,May,18,Saturday,20,5
Air India,2019-05-15,Delhi,Cochin,10.0,19.15,9.25,1,8372,May,15,Wednesday,20,5
IndiGo,2019-01-06,Delhi,Cochin,15.0,1.3,10.5,1,6628,January,6,Sunday,1,1
Jet Airways,2019-09-06,Delhi,Cochin,13.0,12.35,23.58,1,10262,September,6,Friday,36,9
Jet Airways,2019-05-24,Kolkata,Banglore,16.3,9.2,16.83,1,14178,May,24,Friday,21,5
Jet Airways,2019-03-27,Delhi,Cochin,5.1,18.5,13.67,2,8518,March,27,Wednesday,13,3
Jet Airways,2019-06-24,Delhi,Cochin,14.35,12.35,22.0,2,13376,June,24,Monday,26,6
Vistara,2019-12-06,Kolkata,Banglore,17.0,10.45,17.75,1,8452,December,6,Friday,49,12
Jet Airways,2019-06-24,Delhi,Cochin,2.15,12.35,10.33,1,18371,June,24,Monday,26,6
SpiceJet,2019-03-04,Mumbai,Hyderabad,13.15,14.45,1.5,0,1965,March,4,Monday,10,3
Jet Airways,2019-01-06,Delhi,Cochin,19.3,12.35,17.08,2,10368,January,6,Sunday,1,1
Jet Airways,2019-06-05,Kolkata,Banglore,20.25,18.0,21.58,1,11467,June,5,Wednesday,23,6
Jet Airways,2019-09-05,Kolkata,Banglore,16.3,4.4,12.17,1,14781,September,5,Thursday,36,9
Air India,2019-06-03,Mumbai,Hyderabad,20.15,9.15,13.0,1,9535,June,3,Monday,23,6
Air India,2019-03-04,Mumbai,Hyderabad,21.05,22.25,1.33,0,2050,March,4,Monday,10,3
Jet Airways,2019-12-06,Delhi,Cochin,19.3,4.25,8.92,2,10368,December,6,Friday,49,12
Jet Airways,2019-03-24,Kolkata,Banglore,8.25,22.35,14.17,1,10031,March,24,Sunday,12,3
SpiceJet,2019-04-21,Kolkata,Banglore,9.0,11.25,2.42,0,4491,April,21,Sunday,16,4
Jet Airways,2019-05-15,Banglore,Delhi,17.45,20.45,3.0,0,7229,May,15,Wednesday,20,5
SpiceJet,2019-03-03,Banglore,New Delhi,10.2,18.15,7.92,1,11401,March,3,Sunday,9,3
IndiGo,2019-06-27,Chennai,Kolkata,14.45,17.05,2.33,0,3597,June,27,Thursday,26,6
Vistara,2019-12-06,Kolkata,Banglore,17.0,9.05,16.08,1,7927,December,6,Friday,49,12
SpiceJet,2019-01-05,Kolkata,Banglore,9.0,11.25,2.42,0,4174,January,5,Saturday,1,1
Air India,2019-01-05,Kolkata,Banglore,7.0,16.15,9.25,1,10203,January,5,Saturday,1,1
Vistara,2019-09-05,Kolkata,Banglore,7.1,20.2,13.17,1,8610,September,5,Thursday,36,9
Jet Airways,2019-12-06,Banglore,Delhi,15.15,18.1,2.92,0,5769,December,6,Friday,49,12
IndiGo,2019-01-05,Kolkata,Banglore,11.3,14.05,2.58,0,5644,January,5,Saturday,1,1
Jet Airways,2019-03-06,Banglore,Delhi,7.1,10.1,3.0,0,5769,March,6,Wednesday,10,3
Jet Airways,2019-05-15,Banglore,Delhi,6.0,8.45,2.75,0,7229,May,15,Wednesday,20,5
IndiGo,2019-09-06,Kolkata,Banglore,6.2,10.2,4.0,1,4226,September,6,Friday,36,9
IndiGo,2019-09-03,Banglore,New Delhi,12.05,17.05,5.0,1,4588,September,3,Tuesday,36,9
Jet Airways,2019-05-21,Mumbai,Hyderabad,10.2,11.5,1.5,0,4995,May,21,Tuesday,21,5
Jet Airways,2019-01-04,Delhi,Cochin,17.3,12.35,19.08,1,5406,January,4,Friday,1,1
SpiceJet,2019-06-24,Kolkata,Banglore,17.1,19.4,2.5,0,3873,June,24,Monday,26,6
Jet Airways,2019-06-03,Delhi,Cochin,11.3,18.5,7.33,1,17024,June,3,Monday,23,6
SpiceJet,2019-09-06,Delhi,Cochin,8.45,13.15,4.5,1,5158,September,6,Friday,36,9
Jet Airways,2019-01-05,Mumbai,Hyderabad,10.2,11.5,1.5,0,8040,January,5,Saturday,1,1
Jet Airways,2019-05-18,Kolkata,Banglore,5.45,16.2,10.58,1,10844,May,18,Saturday,20,5
Air India,2019-12-05,Chennai,Kolkata,11.4,13.55,2.25,0,4667,December,5,Thursday,49,12
Jet Airways,2019-03-04,Mumbai,Hyderabad,19.35,21.05,1.5,0,5678,March,4,Monday,10,3
Air India,2019-12-05,Kolkata,Banglore,5.5,20.25,14.58,2,12513,December,5,Thursday,49,12
Jet Airways,2019-06-27,Banglore,Delhi,7.1,10.1,3.0,0,8016,June,27,Thursday,26,6
SpiceJet,2019-01-06,Chennai,Kolkata,17.45,20.05,2.33,0,3543,January,6,Sunday,1,1
Jet Airways,2019-03-21,Delhi,Cochin,17.3,4.25,10.92,1,5963,March,21,Thursday,12,3
Jet Airways,2019-05-18,Kolkata,Banglore,8.25,16.2,7.92,1,14781,May,18,Saturday,20,5
Jet Airways,2019-05-18,Delhi,Cochin,9.0,12.35,27.58,1,12373,May,18,Saturday,20,5
Jet Airways,2019-01-06,Mumbai,Hyderabad,19.35,21.05,1.5,0,3210,January,6,Sunday,1,1
Jet Airways,2019-03-15,Banglore,New Delhi,5.45,18.25,12.67,1,9134,March,15,Friday,11,3
Jet Airways,2019-06-06,Delhi,Cochin,14.35,4.25,13.83,2,10919,June,6,Thursday,23,6
IndiGo,2019-01-05,Mumbai,Hyderabad,9.1,10.4,1.5,0,4575,January,5,Saturday,1,1
IndiGo,2019-06-15,Delhi,Cochin,5.35,8.5,3.25,0,5601,June,15,Saturday,24,6
Jet Airways,2019-05-18,Kolkata,Banglore,17.0,23.35,6.58,1,14151,May,18,Saturday,20,5
Air India,2019-06-05,Kolkata,Banglore,12.0,7.55,19.92,2,10151,June,5,Wednesday,23,6
Vistara,2019-04-18,Banglore,Delhi,9.45,12.35,2.83,0,5403,April,18,Thursday,16,4
IndiGo,2019-05-27,Delhi,Cochin,2.0,7.45,5.75,1,6147,May,27,Monday,22,5
IndiGo,2019-06-27,Kolkata,Banglore,14.25,16.55,2.5,0,4804,June,27,Thursday,26,6
Multiple carriers,2019-03-27,Delhi,Cochin,8.55,19.15,10.33,1,8371,March,27,Wednesday,13,3
Jet Airways,2019-09-06,Delhi,Cochin,19.3,4.25,8.92,2,13014,September,6,Friday,36,9
Air Asia,2019-05-24,Banglore,Delhi,4.55,7.45,2.83,0,3383,May,24,Friday,21,5
SpiceJet,2019-06-03,Chennai,Kolkata,17.45,20.05,2.33,0,7298,June,3,Monday,23,6
Jet Airways,2019-03-04,Banglore,Delhi,7.1,10.1,3.0,0,4544,March,4,Monday,10,3
Multiple carriers,2019-06-03,Delhi,Cochin,8.55,15.3,6.58,1,15147,June,3,Monday,23,6
Multiple carriers,2019-09-03,Delhi,Cochin,4.45,19.45,15.0,1,10782,September,3,Tuesday,36,9
IndiGo,2019-05-15,Delhi,Cochin,15.1,20.0,4.83,1,6027,May,15,Wednesday,20,5
Jet Airways,2019-06-06,Delhi,Cochin,14.35,4.25,13.83,2,10919,June,6,Thursday,23,6
Air India,2019-03-27,Delhi,Cochin,6.1,8.15,26.08,1,6681,March,27,Wednesday,13,3
IndiGo,2019-06-24,Banglore,Delhi,23.3,2.2,2.83,0,3943,June,24,Monday,26,6
Jet Airways,2019-05-27,Delhi,Cochin,21.5,12.35,14.75,1,12898,May,27,Monday,22,5
IndiGo,2019-06-06,Delhi,Cochin,18.35,1.3,6.92,1,6628,June,6,Thursday,23,6
Air India,2019-03-04,Delhi,Cochin,20.3,23.0,26.5,1,5022,March,4,Monday,10,3
Air India,2019-03-06,Delhi,Cochin,7.1,7.4,24.5,2,12698,March,6,Wednesday,10,3
Air Asia,2019-09-06,Delhi,Cochin,20.45,7.1,10.42,1,10794,September,6,Friday,36,9
IndiGo,2019-09-06,Delhi,Cochin,11.25,21.0,9.58,1,6416,September,6,Friday,36,9
SpiceJet,2019-09-03,Kolkata,Banglore,22.2,0.4,2.33,0,4622,September,3,Tuesday,36,9
IndiGo,2019-05-27,Banglore,Delhi,13.0,15.5,2.83,0,3943,May,27,Monday,22,5
Air Asia,2019-06-06,Kolkata,Banglore,19.55,22.25,2.5,0,4508,June,6,Thursday,23,6
Vistara,2019-12-06,Kolkata,Banglore,7.1,22.4,15.5,1,8452,December,6,Friday,49,12
Air India,2019-12-05,Kolkata,Banglore,16.45,8.55,16.17,2,13437,December,5,Thursday,49,12
Vistara,2019-05-18,Chennai,Kolkata,17.45,20.05,2.33,0,11982,May,18,Saturday,20,5
Jet Airways,2019-05-24,Kolkata,Banglore,18.55,12.0,17.08,1,10844,May,24,Friday,21,5
Jet Airways,2019-09-05,Delhi,Cochin,9.4,4.25,18.75,2,15129,September,5,Thursday,36,9
Jet Airways,2019-06-27,Delhi,Cochin,14.0,19.0,5.0,1,14714,June,27,Thursday,26,6
IndiGo,2019-06-27,Delhi,Cochin,6.4,21.0,14.33,1,6093,June,27,Thursday,26,6
IndiGo,2019-06-04,Delhi,Cochin,4.55,13.2,8.42,1,5307,June,4,Tuesday,23,6
GoAir,2019-05-15,Delhi,Cochin,14.25,19.35,5.17,1,10188,May,15,Wednesday,20,5
Jet Airways,2019-06-06,Kolkata,Banglore,20.0,8.15,12.25,1,14571,June,6,Thursday,23,6
Jet Airways,2019-03-27,Delhi,Cochin,19.1,4.25,9.25,2,10976,March,27,Wednesday,13,3
Jet Airways,2019-05-24,Kolkata,Banglore,6.3,16.2,9.83,1,10844,May,24,Friday,21,5
IndiGo,2019-09-04,Kolkata,Banglore,20.2,22.55,2.58,0,4488,September,4,Wednesday,36,9
Air India,2019-05-24,Delhi,Cochin,23.0,19.15,20.25,1,8582,May,24,Friday,21,5
Jet Airways,2019-06-24,Delhi,Cochin,19.45,12.35,16.83,1,10262,June,24,Monday,26,6
Vistara,2019-06-05,Kolkata,Banglore,17.0,10.45,17.75,1,8662,June,5,Wednesday,23,6
IndiGo,2019-03-24,Banglore,New Delhi,6.0,8.45,2.75,0,4777,March,24,Sunday,12,3
Jet Airways,2019-03-27,Mumbai,Hyderabad,15.5,17.2,1.5,0,2071,March,27,Wednesday,13,3
Jet Airways,2019-12-03,Banglore,New Delhi,22.55,15.15,16.33,1,11087,December,3,Tuesday,49,12
Air India,2019-04-18,Banglore,Delhi,21.05,23.55,2.83,0,5228,April,18,Thursday,16,4
Jet Airways,2019-01-04,Kolkata,Banglore,6.3,16.2,9.83,1,12996,January,4,Friday,1,1
Jet Airways,2019-06-03,Banglore,New Delhi,8.0,23.0,15.0,1,16736,June,3,Monday,23,6
Jet Airways,2019-01-05,Kolkata,Banglore,18.55,10.05,15.17,1,13941,January,5,Saturday,1,1
Air India,2019-03-15,Banglore,New Delhi,13.5,22.1,8.33,1,9166,March,15,Friday,11,3
Air India,2019-03-03,Delhi,Cochin,5.15,6.5,25.58,1,12677,March,3,Sunday,9,3
Air India,2019-03-24,Chennai,Kolkata,11.4,13.55,2.25,0,4405,March,24,Sunday,12,3
Jet Airways,2019-06-05,Kolkata,Banglore,9.35,23.35,14.0,1,12121,June,5,Wednesday,23,6
Air India,2019-06-06,Banglore,Delhi,21.05,23.55,2.83,0,6121,June,6,Thursday,23,6
Jet Airways,2019-05-18,Kolkata,Banglore,8.25,9.2,24.92,1,14388,May,18,Saturday,20,5
Jet Airways,2019-01-04,Kolkata,Banglore,20.25,10.55,14.5,1,11467,January,4,Friday,1,1
Jet Airways,2019-12-03,Banglore,New Delhi,21.25,10.25,13.0,1,13817,December,3,Tuesday,49,12
Air India,2019-06-05,Mumbai,Hyderabad,19.3,20.45,1.25,0,3100,June,5,Wednesday,23,6
Multiple carriers,2019-05-21,Delhi,Cochin,11.4,19.15,7.58,1,8266,May,21,Tuesday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,23.25,27.67,1,13759,March,24,Sunday,12,3
IndiGo,2019-09-06,Banglore,Delhi,0.25,3.15,2.83,0,3943,September,6,Friday,36,9
Multiple carriers,2019-03-27,Delhi,Cochin,18.15,1.35,7.33,1,12327,March,27,Wednesday,13,3
IndiGo,2019-12-06,Mumbai,Hyderabad,6.25,7.55,1.5,0,4049,December,6,Friday,49,12
SpiceJet,2019-01-06,Banglore,Delhi,21.1,0.05,2.92,0,3573,January,6,Sunday,1,1
Air Asia,2019-05-15,Kolkata,Banglore,19.55,22.25,2.5,0,4409,May,15,Wednesday,20,5
Air India,2019-03-27,Delhi,Cochin,7.05,9.25,26.33,2,6565,March,27,Wednesday,13,3
IndiGo,2019-04-15,Kolkata,Banglore,21.25,0.05,2.67,0,4174,April,15,Monday,16,4
Jet Airways,2019-05-24,Banglore,Delhi,7.1,10.1,3.0,0,4030,May,24,Friday,21,5
Air Asia,2019-03-21,Kolkata,Banglore,10.2,12.55,2.58,0,4082,March,21,Thursday,12,3
Air India,2019-05-24,Kolkata,Banglore,9.1,11.05,25.92,2,6117,May,24,Friday,21,5
Jet Airways,2019-03-21,Banglore,New Delhi,5.5,12.2,6.5,1,6163,March,21,Thursday,12,3
Jet Airways,2019-03-27,Delhi,Cochin,16.0,4.25,12.42,1,6540,March,27,Wednesday,13,3
SpiceJet,2019-12-05,Kolkata,Banglore,15.05,20.2,5.25,1,4649,December,5,Thursday,49,12
Jet Airways,2019-09-06,Delhi,Cochin,21.5,19.0,21.17,1,10262,September,6,Friday,36,9
Vistara,2019-06-04,Banglore,Delhi,19.3,22.15,2.75,0,5613,June,4,Tuesday,23,6
IndiGo,2019-03-24,Banglore,New Delhi,8.3,11.3,3.0,0,6144,March,24,Sunday,12,3
Jet Airways,2019-12-05,Kolkata,Banglore,17.0,22.05,29.08,1,13067,December,5,Thursday,49,12
Vistara,2019-03-03,Banglore,New Delhi,21.1,0.05,2.92,0,7608,March,3,Sunday,9,3
Multiple carriers,2019-09-06,Delhi,Cochin,10.0,1.3,15.5,1,7198,September,6,Friday,36,9
Jet Airways,2019-05-15,Kolkata,Banglore,16.3,23.35,7.08,1,13941,May,15,Wednesday,20,5
Jet Airways,2019-09-06,Delhi,Cochin,9.4,4.25,18.75,2,10368,September,6,Friday,36,9
SpiceJet,2019-06-27,Chennai,Kolkata,8.2,10.35,2.25,0,3543,June,27,Thursday,26,6
IndiGo,2019-03-27,Kolkata,Banglore,20.25,23.05,2.67,0,4462,March,27,Wednesday,13,3
Air India,2019-03-24,Kolkata,Banglore,5.5,13.4,7.83,2,8005,March,24,Sunday,12,3
Jet Airways,2019-01-04,Kolkata,Banglore,18.55,22.35,27.67,1,7064,January,4,Friday,1,1
Jet Airways,2019-01-05,Kolkata,Banglore,20.25,21.05,24.67,1,12121,January,5,Saturday,1,1
Air India,2019-09-05,Delhi,Cochin,12.0,19.15,7.25,2,8918,September,5,Thursday,36,9
Air India,2019-12-05,Kolkata,Banglore,9.25,21.5,12.42,1,8891,December,5,Thursday,49,12
Air India,2019-01-05,Kolkata,Banglore,10.0,16.15,6.25,1,10203,January,5,Saturday,1,1
Multiple carriers,2019-05-15,Delhi,Cochin,13.0,21.0,8.0,1,8073,May,15,Wednesday,20,5
IndiGo,2019-03-03,Delhi,Cochin,16.1,22.2,6.17,1,11237,March,3,Sunday,9,3
Jet Airways,2019-12-06,Delhi,Cochin,6.45,4.25,21.67,2,13376,December,6,Friday,49,12
Multiple carriers,2019-09-06,Delhi,Cochin,7.1,22.3,15.33,1,6513,September,6,Friday,36,9
